Nome,Versão,Nota,Posição Primaria,Posição Secundaria,Valor,Variação de Preço P+ou-,Liga,País,Clube,Skills,Perna Ruim,Tendencia ATK/DEF,Ritmo,Chute,Passe,Drible,Defesa,Fisico
Óscar Trejo,FUT Centurions,85,CAM,,57050,4.55%,LALIGA EA SPORTS,Argentina,Rayo Vallecano,3,4,H \ M,75,83,86,90,78,84
Andrés Guardado,FUT Centurions,85,CDM,,17500,,LALIGA EA SPORTS,Mexico,Real Betis,3,3,M \ H,76,77,87,86,80,77
Tiago Djaló,FUT Centurions,85,CB,,30500,7.58%,Ligue 1 Uber Eats,Portugal,LOSC Lille,2,3,M \ H,85,50,70,73,84,86
Letícia Santos de Oliveira,Squad Foundation SBC,85,RB,RWB,12000,7.58%,GPFBL,Brazil,Frankfurt,4,3,H \ M,90,49,76,81,80,78
Janina Minge,Squad Foundation,85,CM,,0,,GPFBL,Germany,SC Freiburg,3,3,H \ M,80,83,81,85,75,79
Jordyn Huitema,ShowDown SBC,85,ST,CF,33300,,NWSL,Canada,OL Reign,4,3,M \ M,88,85,79,85,55,81
Oihan Sancet Tirapu,IF,85,CAM,"CM,ST",45750,8.04%,LALIGA EA SPORTS,Spain,Athletic Club,4,4,H \ M,78,82,82,86,65,77
Jérémy Doku,SIF,85,LM,"RM,RW,LW",41750,0.60%,Premier League,Belgium,Manchester City,4,3,M \ M,95,78,79,89,34,77
Dayot Upamecano,IF,85,CB,,59000,6.35%,Bundesliga,France,FC Bayern München,3,3,M \ M,86,49,67,76,85,86
Wilfried Zaha,IF,85,LM,"CF,LW",35750,,Trendyol Süper Lig,Côte d'Ivoire,Galatasaray,5,3,H \ H,92,83,78,89,43,81
Conor Gallagher,Triple Threat,85,CM,CDM,14500,,Premier League,England,Chelsea,3,3,H \ H,82,82,81,83,77,84
Athenea del Castillo,Triple Threat,85,RW,"RM,LW",16000,,Liga F,Spain,Real Madrid,4,5,H \ L,89,81,78,88,28,71
Nadjma Ali Nadjim,Squad Foundation SBC,85,ST,CF,16850,,D1 Arkema,France,Havre AC,3,3,H \ M,93,87,76,84,57,83
Léa Le Garrec,Squad Foundation,85,CM,CDM,0,,D1 Arkema,France,FC Fleury 91,3,4,H \ M,76,86,87,83,75,80
Marcel Sabitzer,Player Moments SBC,85,CM,"CDM,CAM",102500,,Bundesliga,Austria,Borussia Dortmund,4,4,M \ M,80,85,85,85,77,80
Mason Holgate,Squad Foundation SBC,85,CB,RB,20950,,EFL Championship,England,Southampton,3,3,M \ M,82,50,75,75,83,85
Georginio Rutter,Squad Foundation,85,CF,"RM,ST",0,,EFL Championship,France,Leeds United,4,5,M \ M,87,86,77,85,37,79
Moussa Dembélé,Squad Foundation SBC,85,ST,CF,48150,,ROSHN Saudi League,France,Ettifaq FC,3,4,H \ L,87,88,71,85,36,88
Ivo Rodrigues,Squad Foundation,85,CAM,"RM,LM",0,,ROSHN Saudi League,Portugal,Al Khaleej,4,4,H \ M,87,85,82,89,50,75
Stefan de Vrij,IF,85,CB,,57500,,Serie A TIM,Holland,Inter,2,3,M \ H,70,44,68,73,87,81
Dominik Szoboszlai,IF,85,LM,"CAM,LW",69500,,Premier League,Hungary,Liverpool,4,4,M \ M,86,86,87,85,38,69
Dries Mertens,IF,85,CAM,"CF,ST",33500,,Trendyol Süper Lig,Belgium,Galatasaray,4,4,M \ H,81,85,84,87,45,54
Fabián Ruiz Peña,IF,85,CM,CDM,39250,3.09%,Ligue 1 Uber Eats,Spain,Paris SG,4,3,M \ M,70,83,84,85,79,77
Thierry Rendall Correia,Thunderstruck SBC,85,RB,"RWB,RM",49600,3.09%,LALIGA EA SPORTS,Portugal,Valencia CF,3,4,H \ M,92,60,75,81,80,78
Eric Bailly,Radioactive,85,CB,,0,,Trendyol Süper Lig,Côte d'Ivoire,Beşiktaş,3,3,M \ M,81,51,70,73,85,85
Carlos Vela,Radioactive,85,RW,"RM,ST,LW",12500,7.41%,MLS,Mexico,LAFC,4,3,H \ L,85,82,82,87,34,70
Xherdan Shaqiri,Radioactive,85,CAM,RM,12000,7.41%,MLS,Switzerland,Chicago Fire FC,5,4,M \ L,84,83,83,84,51,71
Timothy Weah,Radioactive,85,RWB,"RB,RM,RW",15250,7.58%,Serie A TIM,United States,Juventus,3,3,M \ M,90,80,77,83,76,80
Teemu Pukki,Radioactive,85,ST,CF,30000,,MLS,Finland,Minnesota United,3,4,H \ H,86,85,77,85,46,80
Ricard Puig Martí,Radioactive,85,CM,CAM,14000,5.08%,MLS,Spain,LA Galaxy,3,3,M \ M,81,76,82,87,80,77
Przemyslaw Frankowski,Radioactive SBC,85,RB,"LB,LWB",24350,5.08%,Ligue 1 Uber Eats,Poland,RC Lens,3,3,H \ M,93,80,81,80,76,80
Daniel Maldini,Dynasties,85,LW,"CAM,ST",0,,Serie A TIM,Italy,Empoli,3,4,H \ M,91,82,85,90,60,80
Deian Verón,Dynasties,85,CM,,12000,2.04%,Sudamericana,Argentina,Estudiantes,3,3,M \ H,83,75,81,84,74,86
Larsson,Dynasties,85,RW,"RM,ST",11750,,3F Superliga,Sweden,F.C. København,4,3,H \ H,90,81,80,84,44,78
Ianis Hagi,Dynasties,85,CAM,,11750,,LALIGA EA SPORTS,Romania,D. Alavés,4,5,H \ M,80,84,85,86,47,74
Oscar Højlund,Dynasties,85,CDM,CM,11750,,3F Superliga,Denmark,F.C. København,2,4,M \ H,85,66,77,80,78,82
Sidi Sané,Dynasties,85,RW,"RM,LW",12500,,Bundesliga 2,Germany,Braunschweig,3,4,H \ M,88,82,83,86,66,85
Jonatan Braut-Brunes,Dynasties,85,ST,CF,11750,,1A Pro League,Norway,OH Leuven,3,4,H \ M,90,82,75,84,62,90
Tim Oberdorf,Dynasties,85,CB,RB,12250,7.55%,Bundesliga 2,Germany,Düsseldorf,3,3,M \ H,85,60,73,75,82,84
Quinten Timber,Dynasties,85,CM,"CDM,CAM",25000,,Eredivisie,Holland,Feyenoord,3,4,H \ M,84,73,80,88,80,86
Rivaldinho,Dynasties,85,ST,CF,12250,,SUPERLIGA,Brazil,Farul Constanța,3,4,H \ L,87,85,80,85,54,88
Emil Højlund,Dynasties SBC,85,ST,CF,12200,,3F Superliga,Denmark,F.C. København,3,4,H \ M,88,84,76,84,57,89
James Tavernier,SIF,85,RB,RWB,68500,,cinch Prem,England,Rangers,3,2,H \ M,90,81,85,83,80,86
Melvine Malard,IF,85,LW,"LM,ST",34500,1.43%,Barclays WSL,France,Manchester Utd,3,4,M \ M,84,83,82,86,43,70
Ademola Lookman,IF,85,ST,"RM,CF,RW",32500,5.80%,Serie A TIM,Nigeria,Bergamo Calcio,4,4,M \ M,90,85,75,89,35,73
David Raum,UCL TOTGS,85,LB,"LWB,LM",24500,,Bundesliga,Germany,RB Leipzig,3,3,H \ L,91,70,84,85,78,85
Jerdy Schouten,UCL TOTGS,85,CDM,CM,15750,,Eredivisie,Holland,PSV,4,3,M \ H,74,67,81,85,85,82
Luca Ranieri,UECL TOTGS,85,CB,LB,28750,10.85%,Serie A TIM,Italy,Fiorentina,3,3,M \ M,83,54,73,80,86,78
Morata,UEFA EURO,85,ST,CF,71000,,LALIGA EA SPORTS,Spain,Atlético de Madrid,3,4,M \ M,84,84,74,81,33,81
Pietro Terracciano,SIF,85,GK,,38000,,Serie A TIM,Italy,Fiorentina,1,2,M \ M,87,86,81,89,47,87
Georginio Wijnaldum,Winter Wildcards,85,CM,CDM,12000,,ROSHN Saudi League,Holland,Ettifaq FC,3,4,H \ H,72,76,81,84,80,99
Eberechi Eze,Winter Wildcards,85,CAM,"CM,LW",17000,2.86%,Premier League,England,Crystal Palace,4,3,M \ M,81,80,99,86,54,73
Alexander Isak,Winter Wildcards,85,ST,"CF,LW",27750,2.86%,Premier League,Sweden,Newcastle Utd,4,5,H \ M,86,85,76,90,44,77
Denzel Dumfries,Winter Wildcards,85,RWB,"RB,RM",15250,2.86%,Serie A TIM,Holland,Inter,3,3,H \ H,90,70,75,79,80,90
Kevin Mbabu,Winter Wildcards SBC,85,RB,RWB,74750,,Bundesliga,Switzerland,FC Augsburg,4,4,H \ M,89,59,75,79,82,86
Ivan Provedel,IF,85,GK,,28500,,Serie A TIM,Italy,Latium,1,2,M \ M,86,83,85,88,45,83
Terem Moffi,SIF,85,ST,CF,30500,,Ligue 1 Uber Eats,Nigeria,OGC Nice,2,3,H \ M,95,86,65,85,35,85
Giacomo Raspadori,Winter Wildcards,85,CF,"ST,LW",14000,,Serie A TIM,Italy,Napoli FC,4,5,H \ L,87,84,74,87,34,65
Alexis Claude-Maurice,Winter Wildcards,85,CM,LW,26750,,Ligue 1 Uber Eats,France,OGC Nice,4,3,M \ M,88,83,83,90,80,75
Skelly Alvero,Winter Wildcards,85,GK,,13000,5.45%,Ligue 1 Uber Eats,France,OL,3,3,M \ M,83,85,80,88,64,87
Kasper Schmeichel,IF,85,GK,,28000,,1A Pro League,Denmark,RSC Anderlecht,1,3,M \ M,83,82,84,85,49,85
Leonardo Spinazzola,Versus Ice,85,LWB,"LB,LM",15250,1.61%,Serie A TIM,Italy,Roma FC,4,5,H \ M,92,70,83,81,84,73
Armand Laurienté,Versus Ice,85,LW,"LM,ST",11750,1.61%,Serie A TIM,France,Sassuolo,4,4,H \ M,90,80,85,84,64,88
Moussa Sissoko,Versus Ice,85,CM,CDM,13500,3.57%,Ligue 1 Uber Eats,France,FC Nantes,3,4,M \ M,80,76,87,83,81,90
Armand Laurienté,Versus Fire,85,RW,RM,12000,2.04%,Serie A TIM,France,Sassuolo,4,4,H \ M,90,84,80,86,64,80
Moussa Sissoko,Versus Fire,85,CM,CDM,13500,1.82%,Ligue 1 Uber Eats,France,FC Nantes,4,3,M \ M,80,76,82,85,84,88
Leonardo Spinazzola,Versus Fire,85,RWB,"RB,RM",16000,1.82%,Serie A TIM,Italy,Roma FC,5,4,H \ M,92,70,80,87,80,73
Alessandro Buongiorno,SIF,85,CB,,28250,,Serie A TIM,Italy,Torino,2,3,M \ M,76,55,78,75,87,85
Pedro Gonçalves,IF,85,CM,"LM,RW,LW",27000,,Liga Portugal,Portugal,Sporting CP,4,4,H \ M,80,86,85,87,61,70
Ewelina Kamczyk,IF,85,CAM,RW,26750,1.83%,D1 Arkema,Poland,FC Fleury 91,3,3,M \ M,83,82,84,86,47,70
Diogo Costa,IF,85,GK,,27500,,Liga Portugal,Portugal,FC Porto,1,2,M \ M,85,82,84,89,39,83
Federico Chiesa,normal,84,LM,"RW,LW",1900,13.64%,Serie A TIM,Italy,Juventus,4,4,H \ M,91,82,76,86,53,75
Trinity Rodman,normal,84,RW,"RM,ST",3000,11.76%,NWSL,United States,Washington Spirit,4,4,H \ M,94,81,77,83,43,83
Reece James,normal,84,RB,RWB,1700,,Premier League,England,Chelsea,3,3,H \ M,80,72,83,82,82,81
Thiago Silva,normal,84,CB,,1700,,Premier League,Brazil,Chelsea,2,3,M \ H,51,54,74,72,87,74
Moussa Diaby,normal,84,RM,"LM,RW",1800,,Premier League,France,Aston Villa,4,3,H \ L,95,73,75,86,42,59
Kyle Walker,normal,84,RB,RWB,8500,2.30%,Premier League,England,Manchester City,3,2,H \ H,90,63,77,78,79,81
Chloe Kelly,normal,84,RW,RM,1600,,Barclays WSL,England,Manchester City,4,4,H \ H,88,77,85,85,43,67
Pierre-Emile Højbjerg,normal,84,CDM,CM,1600,,Premier League,Denmark,Spurs,3,4,H \ H,55,73,78,78,81,82
James Maddison,normal,84,CAM,"RM,CM",1600,,Premier League,England,Spurs,4,4,H \ M,71,81,86,86,54,63
Alessia Russo,normal,84,ST,"CAM,CF",1500,,Barclays WSL,England,Arsenal,3,3,M \ M,82,82,68,84,39,72
Amanda Ilestedt,normal,84,CB,,1600,,Barclays WSL,Sweden,Arsenal,2,3,M \ M,68,42,65,63,87,78
Caitlin Foord,normal,84,LW,"LM,CAM,RW",1600,,Barclays WSL,Australia,Arsenal,3,3,H \ M,86,77,80,83,45,70
Ann-Katrin Berger,normal,84,GK,,2000,16.67%,Barclays WSL,Germany,Chelsea,1,3,M \ M,85,83,80,83,45,81
Catarina Cantanhede Macario,normal,84,CAM,"CM,ST",1600,,Barclays WSL,United States,Chelsea,4,3,H \ M,81,83,80,89,57,73
Fran Kirby,normal,84,CAM,RW,1600,,Barclays WSL,England,Chelsea,4,4,H \ M,85,83,78,88,42,57
Ashleigh Neville,normal,84,RB,"RWB,RM,LM",1800,14.29%,Barclays WSL,England,Spurs,3,4,H \ H,77,70,77,77,85,84
Aaron Ramsdale,normal,84,GK,,1700,,Premier League,England,Arsenal,1,3,M \ M,84,79,87,86,48,81
Nick Pope,normal,84,GK,,1600,11.11%,Premier League,England,Newcastle Utd,1,3,M \ M,82,83,75,86,49,84
Marta Torrejón Moya,normal,84,RB,"RWB,CB",1500,11.11%,Liga F,Spain,FC Barcelona,2,3,H \ H,64,54,76,73,85,74
Caroline Weir,normal,84,CAM,CM,1600,,Liga F,Scotland,Real Madrid,4,4,H \ H,72,83,84,84,74,67
Merino,normal,84,CM,"LM,CAM",1600,,LALIGA EA SPORTS,Spain,Real Sociedad,3,3,H \ H,72,78,82,82,83,82
Aurélien Tchouaméni,normal,84,CDM,CM,1700,,LALIGA EA SPORTS,France,Real Madrid,3,3,M \ H,73,69,79,78,81,81
Fabinho,normal,84,CDM,,1600,,ROSHN Saudi League,Brazil,Al Ittihad,3,2,M \ H,59,69,78,77,82,82
Rúben Neves,normal,84,CDM,CM,1600,,ROSHN Saudi League,Portugal,Al Hilal,3,4,M \ H,60,75,86,77,76,73
Kalidou Koulibaly,normal,84,CB,,1600,,ROSHN Saudi League,Senegal,Al Hilal,2,4,M \ H,76,48,63,68,84,83
Julian Brandt,normal,84,CAM,"RM,CM",1500,,Bundesliga,Germany,Borussia Dortmund,4,4,M \ M,71,80,84,86,51,70
Koen Casteels,normal,84,GK,,1500,,Bundesliga,Belgium,VfL Wolfsburg,1,2,M \ M,84,82,77,86,45,85
Matthias Ginter,normal,84,CB,,1600,,Bundesliga,Germany,SC Freiburg,2,3,H \ M,60,59,71,66,85,80
Serge Gnabry,normal,84,RM,"LM,RW,ST",1700,,Bundesliga,Germany,FC Bayern München,4,4,M \ M,81,84,78,84,43,68
Grimaldo,normal,84,LWB,"LB,LM",1500,,Bundesliga,Spain,Leverkusen,3,2,H \ M,87,69,83,84,76,72
Péter Gulácsi,normal,84,GK,,1600,,Bundesliga,Hungary,RB Leipzig,1,2,M \ M,85,84,76,84,43,83
Min Jae Kim,normal,84,CB,,1600,,Bundesliga,Korea Republic,FC Bayern München,2,3,L \ H,80,33,58,64,85,84
Thomas Müller,normal,84,CAM,"CF,ST",1600,,Bundesliga,Germany,FC Bayern München,3,4,H \ H,59,82,83,79,55,69
Leroy Sané,normal,84,RM,"LM,RW",1600,,Bundesliga,Germany,FC Bayern München,4,2,M \ M,91,81,80,85,38,68
Niklas Süle,normal,84,CB,RB,1600,,Bundesliga,Germany,Borussia Dortmund,3,3,M \ M,73,51,68,62,85,85
De Paul,normal,84,CM,,1600,,LALIGA EA SPORTS,Argentina,Atlético de Madrid,4,3,H \ M,78,77,83,82,75,83
Memphis Depay,normal,84,CF,"ST,LW",1500,6.25%,LALIGA EA SPORTS,Holland,Atlético de Madrid,5,3,H \ L,82,82,81,85,30,80
Jorge Resurrección Koke,normal,84,CDM,CM,1600,,LALIGA EA SPORTS,Spain,Atlético de Madrid,3,4,M \ M,69,72,85,79,79,78
Marcos Llorente,normal,84,RM,"RB,CM,RW",1600,,LALIGA EA SPORTS,Spain,Atlético de Madrid,3,4,H \ M,89,78,79,80,78,81
Linda Dallmann,normal,84,CAM,CM,1600,,GPFBL,Germany,FC Bayern München,4,4,M \ M,77,77,79,86,46,61
Pernille Harder,normal,84,CAM,"LM,ST",1600,,GPFBL,Denmark,FC Bayern München,4,4,H \ M,81,78,81,87,27,77
Georgia Stanway,normal,84,CDM,CM,1500,,GPFBL,England,FC Bayern München,3,3,H \ H,80,79,80,85,76,75
Marta Vieira da Silva,normal,84,CAM,RM,1600,11.11%,NWSL,Brazil,Orlando Pride,5,4,H \ M,72,82,85,88,44,74
Bella Bixby,normal,84,GK,,1600,,NWSL,United States,Portland Timbers-Thorns,1,2,M \ M,85,79,74,89,42,81
Jane Campbell,normal,84,GK,,1600,,NWSL,United States,Houston Dash,1,2,M \ M,84,83,85,83,40,85
Crystal Dunn,normal,84,CAM,"CDM,CM",1600,33.33%,NWSL,United States,Portland Timbers-Thorns,4,4,H \ H,87,77,83,85,77,81
Delphine Cascarino,normal,84,RW,RM,1600,5.88%,D1 Arkema,France,OL,4,2,H \ M,94,74,80,88,38,58
Sara Däbritz,normal,84,CM,,1700,,D1 Arkema,Germany,OL,4,4,M \ M,76,81,84,86,74,73
Paulina Dudek,normal,84,CB,,1500,,D1 Arkema,Poland,Paris SG,2,2,M \ M,64,46,64,68,88,76
Lieke Martens,normal,84,LW,LM,1600,,D1 Arkema,Holland,Paris SG,5,4,M \ L,77,84,83,87,44,71
Eugénie Le Sommer,normal,84,ST,"CF,LW",1700,,D1 Arkema,France,OL,4,5,M \ H,70,85,79,85,43,71
Amel Majri,normal,84,CAM,"CM,LW",1600,,D1 Arkema,France,OL,5,3,M \ H,78,75,85,88,81,73
Clara Mateo,normal,84,RM,RW,1600,,D1 Arkema,France,Paris FC,4,3,H \ H,82,83,81,84,59,72
Chiamaka Nnadozie,normal,84,GK,,1500,,D1 Arkema,Nigeria,Paris FC,1,3,M \ M,84,82,79,86,60,84
Achraf Hakimi,normal,84,RB,RWB,2500,3.85%,Ligue 1 Uber Eats,Morocco,Paris SG,4,4,H \ L,92,75,80,80,75,78
Milan Škriniar,normal,84,CB,,1600,,Ligue 1 Uber Eats,Slovakia,Paris SG,2,3,L \ H,78,41,57,67,86,83
Lucas Hernández,normal,84,CB,LB,1700,,Ligue 1 Uber Eats,France,Paris SG,2,2,M \ M,76,54,70,70,84,78
Yann Sommer,normal,84,GK,,1700,,Serie A TIM,Switzerland,Inter,1,4,M \ M,78,79,83,90,50,84
Ismaël Bennacer,normal,84,CDM,"CM,CAM",1500,,Serie A TIM,Algeria,Milan,4,3,H \ M,80,72,81,86,79,78
Fikayo Tomori,normal,84,CB,,2300,8.00%,Serie A TIM,England,Milan,2,4,M \ H,86,40,59,66,86,82
Bremer,normal,84,CB,,1700,,Serie A TIM,Brazil,Juventus,2,2,M \ H,80,50,56,65,85,83
Stanislav Lobotka,normal,84,CM,CDM,1500,,Serie A TIM,Slovakia,Napoli FC,3,4,M \ M,71,70,81,83,77,75
Luis Alberto,normal,84,CM,,1600,,Serie A TIM,Spain,Latium,4,3,M \ M,69,77,85,84,62,58
Romelu Lukaku,normal,84,ST,CF,0,,Premier League,Belgium,Chelsea,3,4,M \ L,80,84,74,77,38,82
Adrien Rabiot,normal,84,CM,LM,1600,,Serie A TIM,France,Juventus,3,3,M \ M,78,76,80,80,82,84
Chris Smalling,normal,84,CB,,1600,,Serie A TIM,England,Roma FC,2,3,M \ H,62,47,58,62,87,82
Lisandro Martínez,normal,84,CB,,1600,,Premier League,Argentina,Manchester Utd,3,3,M \ H,73,59,78,79,85,83
Yuki Nagasato,normal,84,CAM,"CM,ST",1600,,NWSL,Japan,Chicago Red Stars,4,5,H \ M,80,80,81,85,49,73
Álex Remiro,normal,84,GK,,1600,,LALIGA EA SPORTS,Spain,Real Sociedad,1,4,M \ M,84,78,80,86,42,86
Desiree Scott,normal,84,CDM,,1600,,NWSL,Canada,KC Current,3,3,M \ H,64,54,70,75,83,85
Thiago,normal,84,CM,,1700,,Premier League,Spain,Liverpool,5,3,M \ M,61,72,86,89,71,67
Lisa Boattin,normal,84,LB,LWB,1600,5.88%,Calcio A Femminile,Italy,Juventus,3,4,H \ H,75,68,81,81,81,86
Yannick Carrasco,normal,84,LM,"LWB,LW",0,,LALIGA EA SPORTS,Belgium,Atlético de Madrid,4,4,H \ H,88,81,80,85,59,66
Raphinha,normal,84,RW,RM,1700,,LALIGA EA SPORTS,Brazil,FC Barcelona,4,4,H \ H,91,79,78,86,53,73
Luis Díaz,normal,84,LW,LM,1700,5.56%,Premier League,Colombia,Liverpool,4,4,H \ M,91,81,75,87,34,74
Gabriel,normal,84,CB,,1600,,Premier League,Brazil,Arsenal,2,2,M \ H,70,41,62,60,85,82
Gabriel Jesus,normal,84,ST,"CF,RW",1700,,Premier League,Brazil,Arsenal,4,3,H \ H,83,82,75,88,40,77
Jess Fishlock,normal,84,CM,"CDM,CAM",1600,,NWSL,Wales,OL Reign,4,4,H \ H,75,81,80,82,75,73
Bruno Guimarães,normal,84,CM,CDM,1600,,Premier League,Brazil,Newcastle Utd,3,2,H \ H,71,74,81,84,80,81
Aubrey Kingsbury,normal,84,GK,,1500,,NWSL,United States,Washington Spirit,1,2,M \ M,85,83,75,85,41,84
Kolo Muani,normal,84,ST,"RM,CF",175000,,Bundesliga,France,Frankfurt,4,4,H \ M,91,78,73,86,38,67
Gabriel Martinelli,normal,84,LW,LM,1600,,Premier League,Brazil,Arsenal,4,3,H \ H,89,78,76,86,46,72
Tariq Lamptey,IF,84,LB,"RWB,RB,LWB",34000,5.56%,Premier League,Ghana,Brighton,2,3,H \ M,91,56,77,83,81,62
Henrikh Mkhitaryan,IF,84,CM,CAM,32000,,Serie A TIM,Armenia,Inter,4,5,M \ M,81,82,83,86,61,76
Lynn Wilms,Squad Foundation,84,RB,RWB,0,,GPFBL,Holland,VfL Wolfsburg,2,3,H \ H,84,55,80,80,82,82
Matheus Reis,Squad Foundation,84,CB,"LB,LWB",0,,Liga Portugal,Brazil,Sporting CP,3,2,M \ H,78,60,74,81,84,88
Sandy Baltimore,Squad Foundation,84,RW,"RM,LW",0,,D1 Arkema,France,Paris SG,3,2,M \ M,88,78,89,88,66,74
Kiernan Dewsbury-Hall,Squad Foundation,84,CM,CDM,0,,EFL Championship,England,Leicester City,3,3,H \ M,76,75,84,85,80,84
Ferdi Kadioglu,Squad Foundation,84,RB,"RWB,LB,LM",0,,Trendyol Süper Lig,Turkey,Fenerbahçe,4,4,H \ H,88,71,80,87,76,78
Romelu Lukaku,Normal,84,ST,CF,1500,,Serie A TIM,Belgium,Roma FC,3,4,M \ L,80,84,74,77,38,82
Yannick Carrasco,Normal,84,LM,"LWB,LW",1500,6.25%,ROSHN Saudi League,Belgium,Al Shabab,4,4,H \ H,88,81,80,85,59,66
Randal Kolo Muani,Normal,84,ST,"RM,CF",1700,,Ligue 1 Uber Eats,France,Paris SG,4,4,H \ M,91,78,73,86,38,67
Federico Chiesa,Nike,84,LM,"RW,LW",25000,8.26%,Serie A TIM,Italy,Juventus,4,4,H \ M,91,82,76,86,53,75
Couhaib Driouech,Squad Foundation,84,LM,"RM,LW",0,,Eredivisie,Holland,Excelsior,3,3,H \ L,92,75,70,88,45,83
Cristina Martín-Prieto,Squad Foundation,84,ST,CF,0,,Liga F,Spain,Sevilla FC,3,3,H \ M,77,85,76,82,57,91
Anderson Talisca,IF,84,RM,"CAM,CF,RW",33750,,ROSHN Saudi League,Brazil,Al Nassr,4,4,M \ L,83,87,80,84,56,77
Mats Wieffer,Champions League,84,CDM,CM,11750,,Eredivisie,Holland,Feyenoord,3,3,M \ H,80,72,81,81,80,86
Mislav Oršic,Squad Foundation,84,LW,"LM,ST",0,,Trendyol Süper Lig,Croatia,Trabzonspor,3,4,M \ M,85,87,80,82,68,70
Toby Alderweireld,IF,84,CB,,45250,,1A Pro League,Belgium,Royal Antwerp FC,2,3,M \ M,70,64,78,70,86,84
Santiago Giménez,Eredivisie POTM SBC,84,ST,CF,38100,,Eredivisie,Mexico,Feyenoord,3,4,H \ M,84,85,75,83,59,85
Angelina Alonso Costantino,Squad Foundation SBC,84,CAM,CDM,23000,,NWSL,Brazil,OL Reign,4,4,M \ M,84,80,84,87,60,78
Natalia Kuikka,Squad Foundation,84,RB,RWB,0,,NWSL,Finland,Portland Timbers-Thorns,3,4,H \ H,85,57,75,80,83,77
Steven Bergwijn,Europa League SBC,84,LW,"LM,RW",31900,,Eredivisie,Holland,Ajax,4,2,M \ L,88,83,80,87,47,77
Caio Henrique,Dynamic Duos,84,LB,LWB,36650,,Ligue 1 Uber Eats,Brazil,AS Monaco,3,2,H \ M,86,65,85,85,80,75
Jefferson Ruan Pereira dos Santos,Dynamic Duos,84,LW,LM,36950,,Ligue 1 Uber Eats,Brazil,OL,5,3,H \ M,91,71,77,90,45,60
Olivier Giroud,IF,84,GK,,29750,7.03%,Serie A TIM,France,Milan,3,3,M \ M,81,82,84,86,48,82
Cristian Romero,IF,84,CB,,60000,7.69%,Premier League,Argentina,Spurs,3,2,M \ H,73,48,61,68,86,84
Luciano Acosta,Trailblazers,84,CAM,CF,12000,,MLS,Argentina,FC Cincinnati,5,3,H \ M,87,75,78,90,53,63
Serhou Guirassy,Trailblazers,84,ST,CF,0,,Bundesliga,Guinea,VfB Stuttgart,3,3,H \ L,83,88,78,85,45,86
Yangel Herrera,Trailblazers,84,CM,"CDM,CAM",13500,,LALIGA EA SPORTS,Venezuela,Girona FC,3,3,M \ M,68,80,80,82,84,84
Kai Wagner,Trailblazers,84,LB,LWB,13500,,MLS,Germany,Philadelphia,3,3,H \ M,86,56,80,78,81,85
Ismaïla Sarr,Trailblazers,84,RM,"LM,RW",59500,,Ligue 1 Uber Eats,Senegal,OM,4,3,H \ M,96,84,76,86,33,77
Jess Carter,Squad Foundation,84,CB,"RB,LB",0,,Barclays WSL,England,Chelsea,2,3,M \ H,75,60,80,80,88,84
Jonathan Clauss,IF,84,RB,"RWB,RM",29500,7.81%,Ligue 1 Uber Eats,France,OM,3,3,H \ H,87,73,79,81,75,73
Nicolás Otamendi,IF,84,CB,,74500,0.67%,Liga Portugal,Argentina,SL Benfica,2,3,M \ H,70,59,67,61,85,87
Serhou Guirassy,Bundes POTM SBC,84,ST,CF,32700,0.67%,Bundesliga,Guinea,VfB Stuttgart,3,4,H \ L,83,88,79,85,45,87
Danilo,Trailblazers,84,CB,RB,25500,7.27%,Serie A TIM,Brazil,Juventus,3,4,M \ H,78,70,78,78,87,82
Martínez Quarta,Trailblazers,84,CB,,14500,,Serie A TIM,Argentina,Fiorentina,3,3,M \ M,75,63,76,77,84,86
Xavi Simons,Trailblazers,84,RW,"RM,CAM,LW",168150,,Bundesliga,Holland,RB Leipzig,4,3,H \ H,90,79,81,87,66,80
Teddy Teuma,Trailblazers,84,CM,"CDM,CAM",12500,,Ligue 1 Uber Eats,Malta,Stade de Reims,3,5,H \ M,75,82,84,81,78,81
Alexandr Golovin,Trailblazers,84,LM,"RM,CAM,LW",12000,7.69%,Ligue 1 Uber Eats,Russia,AS Monaco,4,4,H \ H,82,77,84,87,65,71
Ricardo Sousa Esgaio,Squad Foundation,84,RWB,"RB,CB",0,,Liga Portugal,Portugal,Sporting CP,4,4,H \ M,84,75,84,86,80,77
Federico Baschirotto,Dynamic Duos,84,CB,RB,18500,7.69%,Serie A TIM,Italy,Lecce,2,3,M \ H,79,58,65,60,84,88
Antonino Gallo,Dynamic Duos,84,LB,LWB,33700,7.69%,Serie A TIM,Italy,Lecce,2,3,H \ M,90,63,79,80,76,80
Matteo Politano,IF,84,RW,RM,53000,,Serie A TIM,Italy,Napoli FC,4,4,H \ L,87,81,82,87,45,59
Lauren Barnes,IF,84,CB,"LB,LWB",100000,,NWSL,United States,OL Reign,3,3,M \ H,79,50,73,80,84,82
Loïs Openda,IF,84,ST,CF,31000,,Bundesliga,Belgium,RB Leipzig,3,4,H \ M,94,82,71,83,33,80
Muniain,FUT Centurions,84,CAM,LM,12000,,LALIGA EA SPORTS,Spain,Athletic Club,4,3,M \ M,84,77,85,88,54,63
